Feature,StdError,tValue,pValue,Coefficient
SALARY_FROM,0.004092762743975878,258.03445677668316,0.0,1.0560738113576629
DURATION,10.864431164157159,5.9087348737155745,3.521336111589335e-09,64.1950433027377
EMPLOYMENT_TYPE_VEC,1182.7911343886487,1.9012423539183128,0.05728921737736137,2248.772600538786
